Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,StyleGroup
Doppelbock,54,4.92,1.043,1.01,4.32,15.01,18.8,4.92,45,1.043,60.0,,0,3,1.5,15.56,,,Bock
American Pale Ale,10,22.71,1.057,1.015,5.52,39.11,7.59,28.39,90,1.045,70.0,,0,0,,18.89,,,Pale Ale
Munich Helles,109,18.93,1.063,1.015,6.31,12.74,6.55,26.5,60,1.045,70.0,1.25,0,0,0.35,22.22,,,Lager
English IPA,65,21.0,1.059,1.014,5.89,76.36,13.9,28.5,60,1.044,60.5,,0,3,1.0,20.0,,,IPA
American Wheat or Rye Beer,15,11.36,1.056,1.013,5.66,18.9,3.67,13.25,60,1.048,35.0,,0,1,0.35,17.78,,,Wheat Beer
American Pale Ale,10,21.0,1.055,1.016,5.02,28.19,9.11,11.0,60,1.104,35.0,,0,1,,,,,Pale Ale
International Pale Lager,90,12.3,1.045,1.008,4.92,17.62,6.43,15.14,60,1.037,72.0,,0,3,1.75,,,,Lager
Wee Heavy,168,14.38,1.07,1.012,7.67,22.02,18.44,22.49,90,1.045,72.0,,0,3,,,,,Scotch Ale
Belgian Dubbel,22,39.75,1.074,1.013,8.06,25.41,11.99,49.21,60,1.06,70.0,1.5,0,0,,21.11,,,Belgian
Weizen/Weissbier,170,39.75,1.043,1.007,4.77,7.69,3.55,45.42,60,1.038,70.0,1.5,0,0,,20.0,,,Wheat Beer
Helles Bock,84,13.25,1.066,1.013,6.95,34.54,5.27,17.03,60,1.051,75.0,,0,3,2.0,8.33,,,Bock
Schwarzbier,135,18.17,1.051,1.013,5.08,25.04,28.03,28.84,90,1.032,60.0,1.5,0,0,1.5,10.0,,,Lager
American Light Lager,9,23.0,1.039,1.008,4.02,5.68,4.06,20.0,60,1.045,70.0,3.0,0,0,,18.0,,,Lager
Maibock/Helles Bock,103,20.82,1.07,1.02,6.61,35.52,7.22,28.39,60,1.052,70.0,1.25,0,0,1.5,10.0,,,Bock
American IPA,7,18.93,1.08,1.019,7.99,172.04,7.85,24.61,60,1.061,70.0,1.5,0,0,,20.0,,,IPA
Vienna Lager,167,20.0,1.049,1.011,5.02,21.86,10.85,24.5,60,1.04,70.0,3.0,0,0,1.5,10.0,,,Lager
Märzen,102,25.0,1.062,1.011,6.65,20.2,10.87,29.0,90,1.053,70.0,,0,3,,14.0,,,Lager
American Pale Ale,10,20.82,12.6992,3.40774,4.98,40.69,3.79,28.39,60,9.4,79.0,1.5,1,0,,,,,Pale Ale
Strong Bitter,159,25.0,1.057,1.011,5.91,46.43,14.83,28.0,90,1.042,70.0,3.65,0,0,,21.0,,,Bitter
Oatmeal Stout,114,3.79,1.059,1.015,5.81,34.63,50.0,11.36,60,1.02,35.0,,0,1,,,,,Porter & Stout
Saison,134,18.93,1.059,1.012,6.14,32.17,10.65,24.61,60,1.045,60.0,,0,3,1.5,22.22,,,Belgian
Blonde Ale,30,113.56,1.041,1.01,4.02,18.67,2.75,136.27,60,1.034,83.0,,0,0,,,,,Pale Ale
Flanders Red Ale,71,50.0,1.072,1.024,6.25,20.28,16.46,56.0,60,1.064,78.0,2.5,0,0,0.75,20.0,,,Sour Ale
Extra Special/Strong Bitter (ESB),68,18.93,1.066,1.017,6.44,41.92,8.33,11.36,60,1.111,100.0,,0,1,,20.0,,,Bitter
Roggenbier (German Rye Beer),131,18.0,1.056,1.015,5.43,33.95,14.12,21.0,60,1.048,75.0,,0,0,,,,,Wheat Beer
Blonde Ale,30,20.82,1.052,1.014,4.93,20.39,5.64,24.61,60,1.044,80.0,,0,3,,,,,Pale Ale
Saison,134,37.85,1.051,1.01,5.37,0.0,4.72,43.53,60,1.044,70.0,1.5,0,0,,,,,Belgian
American IPA,7,22.71,1.068,1.017,6.7,56.27,4.76,28.39,60,1.054,80.0,,0,3,1.0,18.89,Dissolved Sucrose in Tap Water,TBD,IPA
Dark Mild,53,21.0,1.041,1.009,4.19,21.16,16.72,11.0,60,1.079,60.0,,0,2,,18.0,,,Mild Ale
Dark American Lager,52,40.0,1.071,1.018,6.96,23.02,13.93,45.0,60,1.063,65.0,,0,0,2.0,5.0,,,Lager
British Brown Ale,34,22.71,1.048,1.01,5.1,26.8,16.69,33.12,90,1.033,80.0,1.5,0,0,,12.78,,,Brown Ale
Sweet Stout,162,62.0,1.059,1.023,4.7,23.47,39.03,68.0,60,1.053,75.0,2.5,0,0,,19.0,,,Porter & Stout
American Amber Ale,4,9.46,1.052,1.013,5.14,28.48,11.41,14.2,60,1.035,35.0,,0,1,,,,,Amber Ale
Blonde Ale,30,18.93,1.048,1.008,5.16,22.48,4.43,24.61,60,1.037,66.0,1.5,0,0,0.35,19.44,Kegging,,Pale Ale
Best Bitter,28,23.0,1.044,1.01,4.5,36.26,6.72,28.5,60,1.036,65.0,3.0,0,0,0.75,18.0,Granulated Sugar Solution,115,Bitter
American Pale Ale,10,55.0,1.051,1.012,5.13,40.87,4.28,65.0,60,1.043,65.0,5.0,0,0,,,,,Pale Ale
American Stout,12,18.93,1.044,1.01,4.46,32.21,29.44,11.36,60,1.074,35.0,,0,1,1.0,19.44,Corn Sugar,5oz,Porter & Stout
Weizen/Weissbier,170,20.0,1.041,1.01,4.07,3.52,2.8,22.0,60,1.038,90.0,,0,3,,,,,Wheat Beer
Kölsch,94,18.93,1.047,1.012,4.62,23.1,4.6,23.09,60,1.038,65.0,1.5,0,0,,,,,Hybrid Ale
Double IPA,56,19.0,1.07,1.013,7.5,79.46,10.62,25.0,60,1.053,66.0,3.0,0,0,1.25,22.0,,,IPA
Mixed-Style Beer,107,41.64,1.033,1.003,3.91,25.26,3.92,45.42,60,1.03,75.0,1.25,0,0,,21.11,,,Specialty
American Pale Ale,10,12.0,1.049,1.01,5.15,36.43,8.01,8.0,60,1.041,77.0,,0,2,,,,,Pale Ale
Belgian Specialty Ale,25,18.93,1.046,1.011,4.61,33.07,2.9,11.36,60,1.077,35.0,,0,1,,20.0,,,Belgian
American IPA,7,18.93,1.052,1.01,5.55,62.5,8.02,11.36,60,1.087,35.0,,0,1,0.35,21.11,,,IPA
American IPA,7,18.93,1.073,1.019,7.09,129.14,8.74,7.57,60,1.183,75.0,,0,1,0.35,20.0,,,IPA
Cream Ale,45,41.64,1.07,1.016,7.14,46.92,6.93,49.21,60,1.06,72.0,1.25,0,0,2.0,18.89,,,Ale
Belgian Specialty Ale,25,20.82,1.068,1.017,6.72,62.45,4.95,30.28,90,1.041,70.0,,0,3,1.0,21.11,,,Belgian
Holiday/Winter Special Spiced Beer,85,20.82,1.065,1.013,6.85,26.9,11.62,11.36,60,1.119,35.0,,0,1,0.35,17.22,,5 oz,Spiced/Seasonal
Witbier,175,23.0,1.049,1.008,5.29,11.55,3.92,28.0,60,1.04,75.0,3.5,0,0,0.75,20.0,,,Belgian
American Light Lager,9,19.0,1.05,1.015,4.56,43.24,3.82,23.0,90,1.041,70.0,7.0,0,0,,,,,Lager
German Pilsner (Pils),81,20.82,1.05,1.007,5.64,44.06,3.78,28.39,60,1.037,70.0,1.5,0,0,0.5,,,,Lager
American Pale Ale,10,20.0,1.051,1.014,4.91,33.09,11.73,23.0,60,1.045,65.0,,0,0,0.75,18.0,,,Pale Ale
California Common Beer,39,45.42,1.048,1.016,4.29,21.51,15.54,51.1,60,1.043,75.0,1.0,0,0,,18.89,,,Hybrid Lager
Flanders Brown Ale/Oud Bruin,70,18.93,1.073,1.013,7.91,24.81,18.34,21.96,60,1.063,76.0,1.5,0,0,0.35,22.78,Keg,13 psi @ 38F,Sour Ale
American Brown Ale,6,20.82,1.05,1.017,4.33,22.11,19.69,15.14,60,1.068,35.0,,0,1,,,,,Brown Ale
American Pale Ale,10,7.57,1.056,1.01,6.04,39.94,7.02,10.41,60,1.041,70.0,,0,3,0.35,17.78,,,Pale Ale
American Pale Ale,10,20.82,1.054,1.013,5.38,42.95,9.55,25.74,60,1.044,73.0,1.25,0,0,0.75,18.33,,,Pale Ale
American Pale Ale,10,20.0,1.057,1.011,6.01,30.5,6.12,20.0,50,1.057,80.0,3.0,0,0,0.75,17.0,corn sugar,,Pale Ale
Dark Mild,53,20.82,1.037,1.008,3.71,17.34,20.58,26.5,60,1.029,80.0,1.25,0,0,,,,,Mild Ale
Saison,134,20.82,1.066,1.012,7.14,43.69,4.74,28.39,60,1.048,59.0,1.5,0,0,1.25,20.0,bottle condition,3.5 oz corn sugar,Belgian
Strong Scotch Ale,160,20.82,1.089,1.024,8.45,30.33,19.05,34.07,90,1.054,70.0,,0,2,1.25,18.33,,,Scotch Ale
British Strong Ale,36,12.0,1.061,1.018,5.54,44.26,21.28,8.0,60,1.091,70.0,,0,2,0.35,18.0,,,Strong Ale
American IPA,7,100.0,1.06,1.013,6.13,44.34,27.24,120.0,60,1.05,75.0,,0,0,0.35,21.0,,,IPA
Bohemian Pilsener,31,40.0,1.047,1.007,5.23,37.63,4.49,48.0,60,1.039,75.0,3.0,0,0,,13.0,,,Lager
Dunkelweizen,59,9.46,1.056,1.016,5.24,15.06,15.51,15.14,90,1.035,75.0,,0,0,0.5,,,,Wheat Beer
American IPA,7,22.0,1.067,1.012,7.17,52.93,11.25,30.0,60,1.049,70.0,,0,3,,18.0,Sugar bottling,9.5 g/l,IPA
American IPA,7,20.82,1.072,1.017,7.18,45.51,4.94,28.39,60,1.052,70.0,1.5,0,0,,20.0,,,IPA
Holiday/Winter Special Spiced Beer,85,21.0,1.091,1.02,9.28,15.16,22.09,28.5,60,1.067,70.0,3.0,0,0,1.0,18.0,,,Spiced/Seasonal
California Common Beer,39,20.82,1.069,1.023,6.11,53.65,15.03,28.39,60,1.051,70.0,1.5,0,0,,,,,Hybrid Lager
American Pale Ale,10,20.82,1.058,1.013,5.92,35.71,8.49,11.36,60,1.106,75.0,,0,2,0.35,21.11,,,Pale Ale
English IPA,65,18.0,1.046,1.01,4.72,53.53,13.94,25.0,60,1.033,35.0,,0,2,0.5,21.0,,,IPA
Belgian Dark Strong Ale,21,18.93,1.082,1.019,8.32,22.6,16.36,28.39,60,1.049,70.0,1.25,0,0,,20.0,,,Belgian
American Pale Ale,10,20.82,1.057,1.016,5.35,23.37,9.29,6.62,60,1.178,75.0,,0,3,,,,,Pale Ale
Old Ale,116,60.0,1.072,1.018,7.11,56.3,26.68,70.0,60,1.062,35.0,,0,1,,20.0,,,Strong Ale
American IPA,7,19.87,1.075,1.019,7.33,72.84,14.37,26.5,60,1.056,75.0,1.5,0,0,0.75,18.33,,,IPA
American Pale Ale,10,46.0,14.181,3.17623,5.93,41.19,7.16,55.0,90,12.0,73.0,3.2,1,0,1.0,18.0,force carbonation,,Pale Ale
American Pale Ale,10,22.71,1.041,1.009,4.24,14.97,4.65,30.28,90,1.031,60.0,1.3,0,0,1.0,17.78,,,Pale Ale
Experimental Beer,67,22.71,1.072,1.016,7.31,29.45,9.46,28.39,90,1.058,75.0,1.5,0,0,,,,,Specialty
American IPA,7,13.0,1.059,1.017,5.57,61.07,24.18,15.0,60,1.051,60.0,,0,3,,18.0,,,IPA
Strong Scotch Ale,160,41.64,1.07,1.02,6.53,22.44,19.25,41.64,60,1.07,75.0,1.0,0,0,1.0,18.89,,,Scotch Ale
Weissbier,169,25.0,1.046,1.01,4.78,12.39,3.57,29.0,60,1.04,85.0,,0,3,1.25,20.0,Table Sugar,,Wheat Beer
Southern English Brown,143,19.87,1.052,1.015,4.9,17.31,19.46,27.63,60,1.037,82.0,1.33,0,0,0.75,20.0,,,Brown Ale
Strong Scotch Ale,160,20.82,1.107,1.031,10.01,17.04,19.95,11.36,60,1.197,35.0,,0,2,,20.56,,,Scotch Ale
American Porter,11,7.57,1.069,1.013,7.26,60.46,50.0,11.36,60,1.046,65.0,,0,3,0.75,,,,Porter & Stout
Belgian Tripel,26,20.82,1.086,1.016,9.17,32.18,15.53,28.39,60,1.063,70.0,1.7,0,0,0.35,20.0,,,Belgian
American Light Lager,9,20.82,1.052,1.012,5.28,0.0,22.77,11.36,60,1.096,35.0,,0,1,,,dextrose,4 oz,Lager
American IPA,7,22.71,1.067,1.014,6.97,88.41,6.61,22.71,45,1.067,25.0,,0,0,,,,,IPA
Imperial Stout,87,32.18,1.096,1.017,10.34,105.16,39.05,43.53,75,1.071,75.0,1.5,0,0,,20.56,,,Porter & Stout
American IPA,7,41.64,1.068,1.016,6.89,59.3,6.48,51.1,60,1.055,78.0,1.33,0,0,0.35,20.0,,,IPA
American IPA,7,14.0,1.06,1.015,6.03,42.53,8.76,15.0,60,1.056,72.0,,0,0,0.35,18.0,,,IPA
Dry Mead,57,3.79,1.108,1.027,10.63,0.0,5.1,2.5,0,1.164,35.0,,0,1,,,,,Mead
Russian Imperial Stout,132,18.93,1.071,1.01,8.04,77.56,28.86,17.03,60,1.079,35.0,,0,1,,,,,Porter & Stout
Double IPA,56,41.64,1.085,1.015,9.16,155.01,7.92,62.46,60,1.057,71.0,1.3,0,0,1.0,20.56,,,IPA
Russian Imperial Stout,132,20.0,1.098,1.017,10.64,63.23,37.68,23.0,60,1.086,75.0,3.0,0,0,0.35,21.0,,,Porter & Stout
Specialty IPA: Rye IPA,151,20.82,1.06,1.015,5.81,69.61,12.4,20.82,60,1.06,70.0,,0,2,0.35,26.67,,,IPA
American Pale Ale,10,18.93,1.067,1.012,7.19,100.04,4.07,24.61,60,1.051,75.0,1.25,0,0,,26.67,,,Pale Ale
Specialty IPA: Black IPA,148,9.46,1.056,1.01,6.05,67.6,36.17,10.41,45,1.051,70.0,,0,0,,20.0,,,IPA
American Pale Ale,10,18.93,1.056,1.013,5.6,30.5,8.24,24.61,60,1.043,35.0,,0,1,0.75,20.0,,,Pale Ale
Northern English Brown,113,20.82,1.07,1.016,7.06,24.32,22.1,28.39,60,1.051,70.0,,0,3,0.35,17.22,,,Brown Ale
Blonde Ale,30,130.0,1.057,1.01,6.22,27.74,4.72,150.0,60,1.049,71.0,3.0,0,0,0.75,20.0,,,Pale Ale
Specialty IPA: White IPA,152,20.8,1.056,1.015,5.42,65.58,4.08,26.5,60,1.044,75.0,2.5,0,0,,22.0,,,IPA
Witbier,175,20.82,1.049,1.011,4.95,19.55,3.45,28.39,60,1.036,70.0,1.5,0,0,,20.0,corn sugar,8.2,Belgian
English IPA,65,20.82,1.08,1.027,6.95,74.03,10.53,26.5,60,1.063,75.0,1.5,0,0,,,,,IPA
Schwarzbier,135,60.0,1.055,1.014,5.41,33.33,27.14,70.0,60,1.047,85.0,3.0,0,0,,12.0,,,Lager
American Pale Ale,10,20.82,1.058,1.016,5.51,54.88,6.9,23.89,60,1.051,70.0,,0,3,,18.33,,,Pale Ale
American Stout,12,15.14,1.056,1.012,5.88,39.55,37.58,21.96,60,1.033,70.0,,0,3,,17.78,,,Porter & Stout
Brown Porter,37,20.82,1.004,1.001,0.35,40.92,6.21,28.39,60,1.003,80.0,,0,0,,22.78,,,Porter & Stout
American IPA,7,21.0,1.06,1.006,7.15,82.94,5.03,34.0,70,1.037,60.0,,0,3,0.75,20.0,,,IPA
American Stout,12,18.93,1.047,1.012,4.58,95.38,50.0,22.71,80,1.039,50.0,1.5,0,0,0.5,21.11,,,Porter & Stout
American Pale Ale,10,35.0,1.053,1.013,5.21,35.1,9.45,43.0,60,1.041,65.0,,0,3,0.5,18.0,,,Pale Ale
Belgian Tripel,26,19.68,1.071,1.016,7.2,54.45,8.67,28.39,90,1.049,65.0,1.5,0,0,0.75,20.0,,,Belgian
California Common Beer,39,20.82,1.054,1.014,5.36,11.09,4.24,28.39,60,1.04,70.0,,0,0,1.25,,,,Hybrid Lager
American Pale Ale,10,22.71,1.052,1.018,4.57,29.36,5.0,28.39,90,1.042,70.0,1.5,0,0,,,,,Pale Ale
Imperial IPA,86,24.61,1.077,1.015,8.1,76.2,4.62,30.28,90,1.057,80.0,,0,0,1.25,16.67,Keg,,IPA
Extra Special/Strong Bitter (ESB),68,37.85,1.051,1.016,4.58,36.58,5.53,56.78,60,1.034,75.0,1.5,0,0,0.75,18.33,,,Bitter
Bohemian Pilsener,31,23.0,1.053,1.014,5.13,25.11,3.25,11.5,60,1.106,35.0,,0,1,,10.0,Table Sugar,1 teaspoon,Lager
American Pale Ale,10,50.0,1.051,1.009,5.48,35.94,7.03,53.0,60,1.048,70.0,,0,3,0.75,18.0,Sukkerlake,6 gram/liter,Pale Ale
American Pale Ale,10,18.93,1.071,1.017,7.08,64.74,13.01,26.5,60,1.05,60.0,1.25,0,0,,,,,Pale Ale
Robust Porter,129,22.71,1.051,1.01,5.36,52.11,42.84,30.28,60,1.038,70.0,1.33,0,0,1.0,,,,Porter & Stout
Saison,134,20.82,1.064,1.011,6.87,81.26,4.43,28.39,60,1.047,70.0,,0,3,0.5,21.11,,,Belgian
American IPA,7,25.0,1.07,1.018,6.91,50.2,6.54,34.0,60,1.041,70.0,2.5,0,0,1.0,,,,IPA
Kölsch,94,18.93,1.056,1.014,5.48,32.71,4.74,11.36,60,1.093,35.0,,0,1,0.35,20.0,,,Hybrid Ale
Irish Extra Stout,91,18.0,1.063,1.014,6.49,40.47,37.5,11.0,60,1.104,35.0,,0,1,,21.0,,,Porter & Stout
American Stout,12,19.68,1.066,1.018,6.19,70.33,40.0,20.82,60,1.062,75.0,,0,3,0.35,21.11,,,Porter & Stout
American Brown Ale,6,41.64,1.054,1.01,5.81,46.26,8.74,53.0,60,1.042,77.0,1.5,0,0,,,,,Brown Ale
American IPA,7,12.0,1.082,1.023,7.77,105.99,5.84,14.0,75,1.07,70.0,,0,2,,15.0,,,IPA
Witbier,175,1192.4,1.044,1.008,4.73,11.41,3.19,1287.04,60,1.041,73.0,1.33,0,0,,,,,Belgian
California Common Beer,39,56.78,1.08,1.02,7.9,43.28,15.85,68.14,60,1.067,75.0,,0,0,0.35,21.11,,,Hybrid Lager
Specialty IPA: Belgian IPA,147,18.93,1.056,1.011,5.86,48.74,3.59,26.5,60,1.04,70.0,,0,0,,17.22,,,IPA
American IPA,7,20.82,1.056,1.014,5.49,62.15,13.61,24.61,70,,70.0,,0,0,,,,,IPA
American IPA,7,20.82,1.074,1.018,7.42,60.78,5.67,30.28,60,1.051,75.0,1.38,0,0,0.5,17.78,,,IPA
American IPA,7,12.0,1.065,1.013,6.81,55.29,6.8,16.0,60,1.049,70.0,,0,3,,,,,IPA
Experimental Beer,67,22.71,1.127,1.022,13.66,68.12,23.31,37.85,90,1.076,64.0,,0,3,1.0,18.33,,,Specialty
Old Ale,116,26.5,1.07,1.02,6.58,38.75,29.21,15.14,60,1.123,35.0,,0,1,0.5,20.0,,,Strong Ale
Vienna Lager,167,11.5,1.05,1.012,4.98,20.36,11.91,15.0,60,1.038,78.0,3.0,0,0,1.5,11.0,,,Lager
Sweet Stout,162,14.0,1.051,1.013,5.03,24.76,26.91,17.0,60,1.042,70.0,3.0,0,0,,,,,Porter & Stout
Scottish Light,140,20.82,1.06,1.019,5.46,37.46,18.1,26.5,60,1.047,65.0,,0,3,,,,,Scotch Ale
American Pale Ale,10,15.0,1.057,1.013,5.86,27.23,11.12,15.0,60,1.057,65.0,,0,3,,18.0,,,Pale Ale
California Common Beer,39,41.64,1.048,1.009,5.16,19.14,5.59,49.21,60,1.041,70.0,1.5,0,0,,,,,Hybrid Lager
Saison,134,20.06,1.067,1.005,8.19,52.11,27.14,25.36,90,1.048,75.0,1.83,0,0,0.75,18.89,corn sugar,5,Belgian
Double IPA,56,16.0,1.079,1.01,9.09,117.51,7.13,23.0,60,1.055,80.0,,0,3,,23.0,,,IPA
American IPA,7,39.75,1.052,1.013,5.12,51.72,8.88,51.1,75,1.037,70.0,1.2,0,0,1.25,18.33,,,IPA
Holiday/Winter Special Spiced Beer,85,20.82,1.071,1.025,6.15,23.41,15.16,28.39,60,1.052,78.0,1.5,0,0,,20.0,,,Spiced/Seasonal
Blonde Ale,30,20.82,1.047,1.01,4.9,29.85,4.11,28.39,60,1.035,75.0,,0,3,0.35,15.56,Dextrose,3.69 oz,Pale Ale
American IPA,7,24.61,1.071,1.016,7.22,95.49,7.19,32.18,90,1.054,77.0,1.5,0,0,0.75,18.33,,,IPA
Russian Imperial Stout,132,29.0,1.081,1.018,8.34,32.01,34.8,50.0,60,1.047,75.0,,0,0,,23.0,,,Porter & Stout
Oatmeal Stout,114,41.64,1.063,1.015,6.32,40.23,29.07,49.21,60,1.053,75.0,1.5,0,0,,20.0,,,Porter & Stout
Double IPA,56,13.0,1.075,1.012,8.23,116.21,7.38,17.0,60,1.058,70.0,3.0,0,0,,20.0,,,IPA
American Amber Ale,4,18.93,1.053,1.013,5.2,39.14,13.26,18.17,60,1.055,35.0,,0,1,,,,,Amber Ale
Belgian Dubbel,22,20.82,1.075,1.019,7.43,54.9,21.82,32.18,90,1.049,70.0,1.5,0,0,1.0,,,,Belgian
Robust Porter,129,7.57,1.059,1.014,5.91,26.89,30.71,15.14,60,1.03,70.0,1.5,0,0,1.0,21.11,,,Porter & Stout
American Light Lager,9,20.82,1.054,1.013,5.37,98.65,6.19,28.39,60,1.04,58.0,,0,3,2.0,12.22,,,Lager
Saison,134,22.71,1.063,1.01,6.99,35.63,4.82,30.28,60,1.048,70.0,1.3,0,0,,26.67,,,Belgian
American Porter,11,15.14,1.057,1.011,5.99,36.7,37.47,20.82,60,1.041,65.0,,0,3,0.35,18.89,,,Porter & Stout
Belgian Dubbel,22,20.82,1.064,1.005,7.74,27.2,16.57,28.39,60,1.047,75.0,,0,3,0.5,20.0,,,Belgian
German Pilsner (Pils),81,17.0,1.048,1.01,4.98,26.85,3.68,19.0,60,1.043,70.0,,0,3,0.5,23.0,,,Lager
American IPA,7,21.0,1.048,1.009,5.13,59.91,6.21,28.0,90,1.036,60.0,,0,0,,20.0,,,IPA
American IPA,7,39.75,1.066,1.015,6.71,77.87,9.51,44.48,60,1.059,70.0,1.2,0,0,0.75,,,,IPA
Best Bitter,28,23.0,1.042,1.011,4.0,44.46,10.58,26.0,60,1.037,72.0,2.5,0,0,0.5,23.0,,,Bitter
American Pale Ale,10,26.0,1.051,1.009,5.54,50.05,10.5,32.5,60,1.041,63.0,3.0,0,0,0.75,18.0,,,Pale Ale
American IPA,7,51.1,1.06,1.016,5.71,79.83,12.24,54.89,60,1.056,70.0,1.5,0,0,0.5,18.33,,,IPA
Alternative Grain Beer,2,9.46,1.054,1.014,5.34,19.54,9.47,11.36,60,1.045,62.0,,0,3,,,,,Specialty
International Pale Lager,90,24.0,1.023,1.004,2.47,8.33,3.65,28.5,60,1.019,35.0,3.0,0,0,1.75,12.0,,,Lager
Bohemian Pilsener,31,54.0,1.048,1.007,5.41,36.31,4.89,62.0,90,1.042,75.0,5.5,0,0,,12.0,Co2,,Lager
Weissbier,169,7.57,1.052,1.012,5.25,10.99,3.65,11.36,60,1.035,70.0,1.75,0,0,,18.33,,,Wheat Beer
American Pale Ale,10,18.93,1.04,1.011,3.73,47.28,7.96,11.36,60,1.066,35.0,,0,1,,,,,Pale Ale
Gose,82,20.82,1.051,1.015,4.75,11.65,4.45,28.39,60,1.031,75.0,,0,3,,20.0,,,Sour Ale
Weizen/Weissbier,170,22.71,1.049,1.016,4.4,14.75,5.58,28.39,60,1.039,60.0,1.5,0,0,,18.33,,,Wheat Beer
Oktoberfest/Märzen,115,18.93,1.057,1.013,5.68,25.62,15.25,24.61,60,1.044,77.0,,0,3,1.75,7.22,,,Lager
Imperial IPA,86,20.82,1.091,1.021,9.22,173.32,5.66,16.09,60,1.059,35.0,,0,1,1.25,20.0,,,IPA
Northern English Brown,113,10.0,1.046,1.011,4.5,25.7,15.83,15.0,60,1.03,75.0,,0,0,,27.0,,,Brown Ale
Roggenbier (German Rye Beer),131,37.85,1.054,1.013,5.3,0.0,6.69,45.42,90,1.045,70.0,1.25,0,0,,,,,Wheat Beer
California Common Beer,39,20.82,1.08,1.019,8.05,76.87,48.19,28.39,60,1.059,70.0,1.5,0,0,1.25,19.44,,,Hybrid Lager
Belgian Tripel,26,18.93,1.087,1.016,9.31,27.38,6.24,26.5,60,1.062,75.0,1.5,0,0,,,,,Belgian
Belgian Pale Ale,24,42.0,1.053,1.013,5.32,22.95,10.61,56.0,60,1.04,80.0,3.0,0,0,0.75,18.5,,,Belgian
Oatmeal Stout,114,12.3,1.062,1.018,5.82,36.84,39.43,15.14,60,1.051,75.0,1.31,0,0,,,,,Porter & Stout
Experimental Beer,67,11.0,1.057,1.016,5.4,37.08,22.4,14.5,60,1.043,68.0,3.1,0,0,,19.0,,,Specialty
American IPA,7,20.82,1.063,1.015,6.33,158.29,3.59,11.36,60,1.116,35.0,,0,1,0.35,21.11,,,IPA
American Pale Ale,10,20.82,1.062,1.012,6.49,57.14,10.26,29.9,65,1.043,70.0,1.25,0,0,0.75,20.0,,,Pale Ale
Kölsch,94,21.0,1.044,1.01,4.5,20.94,3.13,28.5,80,1.033,65.0,,0,3,0.75,60.0,,,Hybrid Ale
Imperial IPA,86,20.82,1.079,1.022,7.45,81.26,13.44,28.39,60,1.058,75.0,3.0,0,0,0.35,21.11,,,IPA
Fruit Beer,75,306.62,21.1982,5.30689,8.85,54.91,3.45,264.98,75,24.3,70.0,,1,1,,20.0,,,Fruit/Spiced
Saison,134,18.93,1.046,1.008,4.99,21.62,4.79,22.71,45,1.038,75.0,1.4,0,0,0.75,23.89,,,Belgian
Belgian Dubbel,22,20.82,1.074,1.018,7.27,20.93,11.6,28.39,60,1.054,75.0,,0,0,,,,,Belgian
Spice  Herb  or Vegetable Beer,155,24.61,1.057,1.013,5.79,31.9,7.56,28.39,60,1.05,75.0,2.0,0,0,,,,,Fruit/Spiced
American IPA,7,41.64,1.061,1.014,6.18,52.12,5.13,51.1,60,1.05,75.0,1.5,0,0,0.5,15.56,,,IPA
American IPA,7,21.0,1.053,1.01,5.66,40.54,4.13,27.0,70,1.041,70.0,3.0,0,0,,,,,IPA
California Common Beer,39,3.0,1.029,1.007,2.88,0.0,2.18,4.0,60,1.022,70.0,,0,1,,,,,Hybrid Lager
American Amber Ale,4,20.82,1.053,1.013,5.33,34.99,15.15,24.61,60,1.045,85.0,1.5,0,0,0.75,18.33,,,Amber Ale
Oatmeal Stout,114,15.0,1.046,1.012,4.54,35.18,39.76,19.2,60,1.036,65.0,2.9,0,0,,,,,Porter & Stout
Imperial IPA,86,19.0,1.077,1.022,7.77,66.65,11.52,25.0,60,1.059,70.0,3.0,0,0,,20.0,,,IPA
Belgian Specialty Ale,25,17.03,1.098,1.024,9.82,31.09,22.6,15.14,75,1.111,75.0,,0,2,0.5,18.89,,,Belgian
Märzen,102,12.3,1.06,1.015,5.96,31.4,12.47,14.2,60,1.052,70.0,,0,3,0.75,18.33,,,Lager
Oktoberfest/Märzen,115,37.85,1.05,1.009,5.41,23.0,9.13,45.42,60,1.041,75.0,1.5,0,0,,21.11,,,Lager
American Stout,12,26.5,1.05,1.011,5.14,29.68,50.0,32.18,60,1.036,23.0,1.5,0,0,1.0,19.44,,,Porter & Stout
Spice  Herb  or Vegetable Beer,155,18.93,1.055,1.014,5.41,44.04,2.81,28.39,60,1.037,59.0,1.5,0,0,,,,,Fruit/Spiced
Belgian Dubbel,22,45.42,1.078,1.024,7.16,10.6,21.19,53.0,90,1.067,75.0,1.5,0,0,1.0,20.0,,,Belgian
Blonde Ale,30,41.64,1.04,1.01,3.97,16.14,3.77,49.21,60,1.034,75.0,1.25,0,0,,,,,Pale Ale
Mild,105,41.64,1.066,1.019,6.25,41.14,25.59,49.21,60,1.056,70.0,1.5,0,0,,,,,Mild Ale
American Pale Ale,10,20.82,1.052,1.017,4.74,31.39,7.13,25.74,75,1.042,65.0,1.5,0,0,0.75,21.11,Gyle,,Pale Ale
